rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,min_WTP,max_WTP,tolerance,min_tol
57,1,108,41.89197151,-87.61294541,41.88530002,-87.64280847,8,28,1.603715393,0.379345715,0.981047221,-1,0
58,1,108,41.76969047,-87.58134951,41.84743155,-87.66352869,43,31,6.838425785,0.582348197,0.981047221,-1,6
59,1,111,41.91461629,-87.63171737,41.88528132,-87.6572332,7,28,2.41454227,0.527001332,0.981047221,-1,18
60,1,114,41.80676527,-87.60894928,41.94481375,-87.69077501,38,5,10.42588957,0.491845836,0.981047221,-1,0
61,1,115,41.89249317,-87.66474584,41.88099447,-87.63274649,24,32,1.82768492,0.35001939,0.432950218,-1,-1
62,1,115,41.88099447,-87.63274649,41.89525764,-87.73351805,32,23,5.276197698,0.595120972,0.981047221,-1,0
63,1,116,41.9386662,-87.71121059,41.95358213,-87.72345239,21,16,1.207432505,0.35001939,0.598919474,-1,-1
64,1,117,41.76918982,-87.63849692,41.69605776,-87.61626757,68,49,5.181309548,0.542102762,0.981047221,-1,19
65,1,129,41.90668396,-87.71035393,41.87866742,-87.67165362,23,28,2.776532582,0.592893331,0.981047221,-1,0
66,1,129,41.92045151,-87.67995477,41.89321636,-87.63784421,22,8,2.868791973,0.553404279,0.981047221,-1,0
67,1,130,41.90026569,-87.63210922,41.88099447,-87.63274649,8,32,1.331917599,0.452977822,0.981047221,-1,4
68,1,131,41.79235722,-87.61793138,41.76157791,-87.57278199,40,43,3.151922763,0.35001939,0.703851581,-1,-1
69,1,134,41.97528093,-87.78323803,41.88099447,-87.63274649,11,32,10.11356007,0.800311498,0.981047221,-1,0
70,1,134,41.7632468,-87.61613411,41.77887686,-87.59492544,69,42,1.53645225,0.35001939,0.669605803,-1,-1
71,1,136,41.74420515,-87.65630599,41.74020576,-87.61596952,71,44,2.097782147,0.532766081,0.981047221,-1,0
72,1,136,41.94906053,-87.6616429,41.89250778,-87.62621491,6,8,4.31106889,0.35001939,0.431482609,-1,-1
73,1,137,41.94205347,-87.78128656,41.98870265,-87.80440481,17,10,3.43501087,0.35001939,0.812744608,-1,-1
74,1,138,41.86790242,-87.64295867,41.89503345,-87.61971067,28,8,2.223570117,0.465148917,0.981047221,-1,4
75,1,138,41.74420515,-87.65630599,41.83511799,-87.61867777,71,35,6.573777817,0.538341979,0.981047221,-1,0
76,1,140,41.9606757,-87.75240914,42.00901823,-87.67272396,15,1,5.282550799,0.743522386,0.981047221,473.5901634,-1
77,1,142,41.80901825,-87.6591666,41.87886558,-87.62519214,61,32,5.133057115,0.596170632,0.981047221,-1,0
78,1,142,41.90602597,-87.67531162,41.88562116,-87.69889159,24,27,1.859664284,0.500301441,0.981047221,20.72811747,-1
79,1,143,41.88528132,-87.6572332,41.89321636,-87.63784421,28,8,1.138054205,0.530813147,0.981047221,96.42443212,-1
80,1,145,41.87866742,-87.67165362,41.89321636,-87.63784421,28,8,2.008723311,0.35001939,0.562274768,-1,-1
81,1,146,41.82683301,-87.67292554,41.86790242,-87.64295867,59,28,3.229712754,0.35001939,0.712532501,-1,-1
82,1,148,41.93623718,-87.65641153,41.88528132,-87.6572332,6,28,3.52096803,0.553815827,0.981047221,-1,12
83,1,150,41.70731145,-87.5349029,41.70658788,-87.62336651,52,49,4.563422156,0.35001939,0.743561748,-1,-1
84,1,154,41.79409025,-87.59231086,41.89960211,-87.63330804,41,8,7.589416543,0.566112678,0.981047221,-1,19
85,1,155,41.85550135,-87.68322717,41.87925508,-87.642649,31,28,2.655723855,0.625068484,0.981047221,-1,54
86,1,157,41.6738199,-87.63573978,41.70658788,-87.62336651,53,49,2.352337705,0.35001939,0.648756158,-1,-1
87,1,160,41.90741282,-87.64090152,41.88530002,-87.64280847,8,28,1.530993027,0.542968009,0.981047221,-1,0
88,1,160,42.00131325,-87.6841982,41.94287254,-87.70133029,2,21,4.132660605,0.35001939,0.6354746,-1,-1
89,1,160,41.95815488,-87.65302179,41.89503345,-87.61971067,3,8,4.685398526,0.613675404,0.981047221,-1,15
90,1,164,41.89197151,-87.61294541,41.88099447,-87.63274649,8,32,1.269892881,0.372949195,0.981047221,-1,14
91,1,165,41.92979624,-87.76142159,41.87866742,-87.67165362,19,28,5.812827516,0.35001939,0.727919592,-1,-1
92,1,167,42.00169819,-87.67357403,41.97829425,-87.71643042,1,13,2.731061421,0.631937967,0.981047221,50.37575449,-1
93,1,169,41.75133713,-87.72687017,41.870415,-87.67508562,70,28,8.648915312,0.35001939,0.704938943,-1,-1
94,1,173,41.95358213,-87.72345239,41.9386662,-87.71121059,16,21,1.207432505,0.35001939,0.598879151,-1,-1
95,1,173,41.78359602,-87.69839231,41.89321636,-87.63784421,66,8,8.190277572,0.572707426,0.981047221,-1,0
96,1,175,41.92907766,-87.64629348,41.88099447,-87.63274649,7,32,3.394482471,0.567725564,0.981047221,-1,0
97,1,178,41.89250778,-87.62621491,41.88099447,-87.63274649,8,32,0.863531241,0.464735897,0.981047221,-1,0
98,1,178,41.93839126,-87.63857492,41.88528132,-87.6572332,6,28,3.792881739,0.404201405,0.981047221,36.62099597,-1
99,1,186,41.95815488,-87.65302179,41.87925508,-87.642649,3,28,5.477478438,0.35001939,0.612765243,-1,-1
100,1,194,41.77719625,-87.64249753,41.77184852,-87.69566634,68,66,2.764484518,0.59744105,0.981047221,192.5254099,-1
101,1,197,41.76157791,-87.57278199,41.81294894,-87.61785968,43,38,4.241617274,0.56989871,0.981047221,-1,28
102,1,209,41.85510397,-87.7322454,41.88099447,-87.63274649,29,32,5.42302852,0.66946263,0.981047221,-1,0
103,1,210,41.77184852,-87.69566634,41.77592883,-87.66659627,66,67,1.524235623,0.596755982,0.981047221,231.32541,-1
104,1,211,41.99560313,-87.7942693,41.97028889,-87.75985702,10,11,2.486552301,0.35001939,0.83297338,-1,-1
105,1,215,41.83511799,-87.61867777,41.89960211,-87.63330804,35,8,4.51857454,0.35001939,0.584502503,-1,-1
106,1,222,41.92170149,-87.65591185,41.88498719,-87.62099291,7,32,3.107958841,0.390213909,0.981047221,-1,46
107,1,222,41.85934972,-87.61735801,41.84743155,-87.66352869,33,31,2.514796577,0.35001939,0.665913817,-1,-1
108,1,222,41.90582098,-87.76081299,41.87730462,-87.708453,25,27,3.336869997,0.35001939,0.607937854,-1,-1
109,1,223,41.71749304,-87.64889507,41.72818206,-87.5964756,73,47,2.802315428,0.35001939,0.75650075,-1,-1
110,1,225,41.7632468,-87.61613411,41.77184852,-87.69566634,69,66,4.141445216,0.35001939,0.523393522,-1,-1
111,1,225,41.80891628,-87.59618334,41.81294894,-87.61785968,39,38,1.150550623,0.52733217,0.981047221,-1,0
112,1,227,41.92177836,-87.64145976,41.88099447,-87.63274649,7,32,2.853302031,0.35001939,0.573568753,-1,-1
113,1,227,41.96217863,-87.64537876,41.89833179,-87.62076287,3,8,4.589276291,0.35001939,0.628699892,-1,-1
114,1,229,41.74420515,-87.65630599,41.77719625,-87.64249753,71,68,2.387981968,0.518471175,0.981047221,-1,128
115,1,235,41.78950127,-87.73039715,41.88099447,-87.63274649,62,32,8.076681318,0.35001939,0.753160251,-1,-1
116,1,235,41.84187528,-87.63202859,41.89092203,-87.61886835,34,8,3.455798648,0.35001939,0.707811418,-1,-1
117,1,235,41.91166659,-87.733951,41.88099447,-87.63274649,23,32,5.619843932,0.35001939,0.670318957,-1,-1
118,1,235,41.81294894,-87.61785968,41.87400538,-87.66351755,38,28,4.829043782,0.35001939,0.613683902,-1,-1
119,1,235,41.79409025,-87.59231086,41.82371281,-87.60235044,41,36,2.111021129,0.536981292,0.981047221,78.30268319,-1
120,1,236,41.98333081,-87.68199354,41.89204214,-87.63186395,4,8,6.8133836,0.35001939,0.572589327,-1,-1
121,1,236,41.87161966,-87.70555263,41.88476778,-87.68414745,27,28,1.427542852,0.533875207,0.981047221,-1,46
122,1,241,41.95952679,-87.70209854,41.94257719,-87.64707851,16,6,3.060204576,0.522913088,0.981047221,-1,20
123,1,243,41.79066842,-87.64510048,41.75556818,-87.58360729,68,43,3.990258073,0.581354284,0.981047221,-1,10
124,1,244,41.89197151,-87.61294541,41.79050626,-87.58314372,8,41,7.176452191,0.52200559,0.981047221,-1,44
125,1,249,41.92975905,-87.72426709,41.88600579,-87.67187394,22,28,4.049325205,0.528411563,0.981047221,-1,2
126,1,249,41.85550135,-87.68322717,41.87101588,-87.63140653,31,32,2.873913713,0.35001939,0.556455636,-1,-1
127,1,250,41.97882953,-87.7711667,41.95402765,-87.76339903,11,15,1.759496311,0.35001939,0.851406668,-1,-1
128,1,251,41.90663854,-87.68957983,41.87925508,-87.642649,24,28,3.066930225,0.374973683,0.981047221,-1,0
129,1,253,41.7632468,-87.61613411,41.72967642,-87.57271713,69,48,3.223264356,0.544762156,0.981047221,-1,0
130,1,258,41.74575771,-87.7083657,41.87400538,-87.66351755,70,28,9.157132853,0.35001939,0.706412874,-1,-1
131,1,259,41.95736069,-87.72282225,41.91185659,-87.71008732,16,23,3.211448733,0.35001939,0.71117094,-1,-1
132,1,259,41.8059117,-87.58747926,41.87925508,-87.642649,39,28,5.80898263,0.35001939,0.612111064,-1,-1
133,1,261,41.92757985,-87.78800882,41.92177819,-87.65106188,19,7,7.051453919,0.541751198,0.981047221,-1,0
134,1,263,41.84924675,-87.6241353,41.78599852,-87.75093429,33,56,7.856778649,0.640152905,0.981047221,-1,29
135,1,268,41.89950655,-87.67960029,41.88530002,-87.64280847,24,28,2.13175184,0.396733875,0.981047221,-1,0
136,1,269,41.77887686,-87.59492544,41.79409025,-87.59231086,42,41,1.059740689,0.35001939,0.661326059,-1,-1
137,1,272,41.96217863,-87.64537876,41.88099447,-87.63274649,3,32,5.646759577,0.566908389,0.981047221,-1,8
138,1,273,41.904712,-87.70188456,41.93749397,-87.70998734,24,21,2.30300538,0.522847391,0.981047221,147.8202315,-1
139,1,275,41.79235722,-87.61793138,41.77592883,-87.66659627,40,67,2.752202868,0.35001939,0.664356959,-1,-1
140,1,280,41.91243187,-87.67018915,41.88099447,-87.63274649,24,32,2.902804626,0.461387067,0.981047221,-1,0
141,1,281,41.74420515,-87.65630599,41.74575771,-87.7083657,71,70,2.68590916,0.35001939,0.532562185,-1,-1
142,1,282,41.86019002,-87.7172201,41.87400538,-87.66351755,29,28,2.923415662,0.504257748,0.981047221,-1,0
143,1,288,41.96217863,-87.64537876,41.86790242,-87.64295867,3,28,6.515054159,0.513604951,0.981047221,-1,0
144,1,288,41.89973739,-87.66495392,41.89169705,-87.70210525,24,23,1.989832733,0.35001939,0.359049396,-1,-1
145,1,289,41.9428593,-87.71750386,41.87906699,-87.65700503,21,28,5.394802791,0.35001939,0.537582446,-1,-1
146,1,291,41.89243316,-87.66962393,41.88099447,-87.63274649,24,32,2.054953157,0.395280888,0.981047221,-1,19
147,1,292,41.84743155,-87.66352869,41.7008888,-87.60009269,31,50,10.63969618,0.588489036,0.981047221,-1,0
148,1,292,41.9049353,-87.64990723,41.9147473,-87.65400703,8,7,0.709964303,0.461943396,0.981047221,-1,155
149,1,294,41.89140682,-87.75180369,41.86076226,-87.7006919,25,29,3.376010784,0.472269666,0.981047221,-1,27
150,1,299,41.94528233,-87.6615451,41.89204214,-87.63186395,6,8,3.982497152,0.418022196,0.981047221,29.79966724,-1
151,1,303,41.968069,-87.72155906,41.98363631,-87.72358319,14,13,1.080611886,0.35001939,0.726282096,-1,-1
152,1,305,41.90120699,-87.67635599,41.9000696,-87.72091824,24,23,2.293028239,0.463759112,0.981047221,132.2612388,-1
153,1,309,41.93476246,-87.63985386,41.8979839,-87.64149153,6,8,2.542550918,0.35001939,0.444285987,-1,-1
154,1,310,41.87704421,-87.73288879,41.86128085,-87.63058006,26,33,5.375468196,0.598282919,0.981047221,-1,0
155,1,311,41.74821051,-87.61007497,41.74753426,-87.67076974,44,71,3.129125581,0.35001939,0.663697801,-1,-1
156,1,312,41.89204214,-87.63186395,41.91461629,-87.63171737,8,7,1.559743425,0.389085896,0.981047221,-1,16
157,1,314,42.00627886,-87.66768361,41.9208017,-87.69453234,1,22,6.064852708,0.658227325,0.981047221,-1,85
158,1,315,41.77390182,-87.67134962,41.77643078,-87.63763539,67,68,1.74597356,0.35001939,0.731262168,-1,-1
159,1,317,41.89950655,-87.67960029,41.87925508,-87.642649,24,28,2.360127657,0.35001939,0.51950478,-1,-1
160,1,320,41.80901825,-87.6591666,41.81736621,-87.6988608,61,58,2.123944968,0.574587012,0.981047221,-1,208
161,1,321,41.89060885,-87.75604671,41.9000696,-87.72091824,25,23,1.921302128,0.568512413,0.981047221,-1,0
162,1,323,41.89197151,-87.61294541,41.88099447,-87.63274649,8,32,1.269892881,0.473991144,0.981047221,5.625229273,-1
163,1,327,41.89950655,-87.67960029,41.87925508,-87.642649,24,28,2.360127657,0.5159352,0.981047221,-1,5
164,1,327,41.87925508,-87.642649,41.89321636,-87.63784421,28,8,0.995790193,0.416971829,0.981047221,4.753783493,-1
165,1,328,41.83908691,-87.71400381,41.92268628,-87.64948873,30,7,6.661727144,0.50268293,0.981047221,-1,0
166,1,332,41.93476246,-87.63985386,41.93543891,-87.69332587,6,21,2.748791897,0.417631769,0.981047221,-1,18
167,1,332,41.9502121,-87.71281423,41.88099447,-87.63274649,16,32,6.310218204,0.614520812,0.981047221,-1,0
168,1,332,41.92926299,-87.63589095,41.89204214,-87.63186395,7,8,2.580038429,0.35001939,0.508315552,-1,-1
169,1,333,41.77887686,-87.59492544,41.79235722,-87.61793138,42,40,1.50742088,0.35001939,0.613675307,-1,-1
170,1,335,42.00854076,-87.69496375,41.94269958,-87.73100248,2,16,4.911412898,0.35001939,0.566258782,-1,-1
171,1,335,41.93057857,-87.64220631,41.89250778,-87.62621491,7,8,2.755957428,0.35001939,0.584772891,-1,-1
172,1,337,41.7830142,-87.61327818,41.74248757,-87.6300449,42,44,2.930423376,0.35001939,0.615854064,-1,-1
173,1,340,41.89942225,-87.68449012,41.88099447,-87.63274649,24,32,2.950312249,0.426167255,0.981047221,-1,16
174,1,342,41.94323712,-87.64347096,41.88498719,-87.62099291,6,32,4.187338172,0.513816984,0.981047221,-1,4
175,1,346,41.90752007,-87.6266589,41.88528132,-87.6572332,8,28,2.19853121,0.499066886,0.981047221,-1,0
176,1,350,41.80597841,-87.59919898,41.94481375,-87.69077501,39,5,10.68711508,0.633751599,0.981047221,-1,0
177,1,352,41.76157791,-87.57278199,41.71749304,-87.64889507,43,73,4.967539068,0.35001939,0.517471002,-1,-1
178,1,354,41.80901825,-87.6591666,41.80891628,-87.59618334,61,39,3.243662702,0.539884427,0.981047221,170.7224131,-1
179,1,356,41.91600527,-87.67509512,41.8979839,-87.64149153,22,8,2.129837299,0.49466219,0.981047221,-1,0
180,1,356,41.95340004,-87.64600707,41.95879786,-87.73839391,6,16,4.761632536,0.35001939,0.529570841,-1,-1
181,1,357,41.89060885,-87.75604671,41.95402765,-87.76339903,25,15,4.398093361,0.511793272,0.981047221,117.290927,-1
182,1,357,41.77184852,-87.69566634,41.74419953,-87.58634832,66,45,5.949433189,0.35001939,0.675853141,-1,-1
183,1,357,41.7539859,-87.67098986,41.86790242,-87.64295867,71,28,8.002166488,0.518578436,0.981047221,-1,0
184,1,359,41.92108458,-87.70464838,41.91458571,-87.64596621,22,7,3.050239101,0.47270837,0.981047221,-1,31
185,1,360,41.9208017,-87.69453234,41.88498719,-87.62099291,22,32,4.519398292,0.35001939,0.581596263,-1,-1
186,1,364,41.89219643,-87.6842894,41.88099447,-87.63274649,24,32,2.76191989,0.35001939,0.388825877,-1,-1
187,1,365,41.85630982,-87.64420929,41.8979839,-87.64149153,31,8,2.882797305,0.573783416,0.981047221,-1,55
188,1,365,41.9000696,-87.72091824,41.92434708,-87.73473975,23,20,1.821746264,0.590648112,0.981047221,110.0409199,-1
189,1,374,41.9002213,-87.62910519,41.88099447,-87.63274649,8,32,1.341584502,0.534961594,0.981047221,-1,14
190,1,376,41.74449064,-87.56369259,41.84924675,-87.6241353,46,33,7.879169356,0.35001939,0.599612294,-1,-1
191,1,376,41.88099447,-87.63274649,41.84201118,-87.62203646,32,35,2.749292965,0.469433158,0.981047221,-1,14
192,1,380,41.77719625,-87.64249753,41.70612575,-87.59825584,68,50,5.414363421,0.679125263,0.981047221,-1,90
193,1,384,41.93623718,-87.65641153,41.88528132,-87.6572332,6,28,3.52096803,0.35001939,0.558062946,-1,-1
194,1,388,41.90749193,-87.63576009,41.88099447,-87.63274649,8,32,1.837349256,0.531563171,0.981047221,-1,0
195,1,388,41.81087901,-87.72636332,41.76977806,-87.72692984,57,65,2.839955071,0.35001939,0.837660764,-1,-1
196,1,390,41.78221697,-87.73018734,41.79664033,-87.74528284,65,56,1.264075179,0.35001939,0.592051335,-1,-1
197,1,390,41.91918174,-87.72124856,41.88099447,-87.63274649,22,32,5.260873435,0.467517767,0.981047221,-1,0
198,1,390,41.91461629,-87.63171737,41.86790242,-87.64295867,7,28,3.278999184,0.510405331,0.981047221,-1,0
199,1,396,41.93615907,-87.66126522,41.9147473,-87.65400703,6,7,1.525738364,0.593430604,0.981047221,9.163649083,-1
200,1,399,41.95558412,-87.71309006,41.94481375,-87.69077501,16,5,1.366997748,0.707287014,0.981047221,-1,0
201,1,399,41.85026637,-87.66756931,41.83511799,-87.61867777,31,35,2.725576882,0.35001939,0.557221878,-1,-1
202,1,403,41.98870402,-87.65723483,41.87925508,-87.642649,76,28,7.599272895,0.35001939,0.72191411,-1,-1
203,1,405,41.97203567,-87.6860999,41.870415,-87.67508562,4,28,7.044115382,0.35001939,0.696926542,-1,-1
204,1,406,41.77691055,-87.60325716,41.79796521,-87.58960703,42,41,1.615792592,0.577906563,0.981047221,6.388980074,-1
205,1,407,41.90026569,-87.63210922,41.88099447,-87.63274649,8,32,1.331917599,0.35001939,0.447198133,-1,-1
206,1,410,41.89950655,-87.67960029,41.88530002,-87.64280847,24,28,2.13175184,0.471001117,0.981047221,-1,2
207,1,412,41.89249317,-87.66474584,41.88099447,-87.63274649,24,32,1.82768492,0.460048604,0.981047221,-1,0
208,1,414,41.87859436,-87.73023243,41.92268628,-87.64948873,26,7,5.150056145,0.35001939,0.733054055,-1,-1
209,1,415,41.85101782,-87.63509186,41.85934972,-87.61735801,34,33,1.079034808,0.35001939,0.740782867,-1,-1
210,1,418,41.79797119,-87.59894451,41.84743155,-87.66352869,41,31,4.768305208,0.591102223,0.981047221,-1,10
211,1,420,41.85525009,-87.65473949,41.87740612,-87.62197165,31,32,2.277321638,0.638543746,0.981047221,-1,0
212,1,420,41.74688325,-87.57260731,41.87740612,-87.62197165,46,32,9.369724882,0.35001939,0.581744073,-1,-1
213,1,422,41.92026512,-87.77053776,41.89204214,-87.63186395,19,8,7.392715242,0.35001939,0.563287644,-1,-1
214,1,422,41.81400382,-87.61168488,41.73416874,-87.6532196,38,71,5.916725492,0.35001939,0.498394782,-1,-1
215,1,427,41.91461629,-87.63171737,41.89503345,-87.61971067,7,8,1.487259595,0.488182093,0.981047221,-1,7
216,1,428,41.74821051,-87.61007497,41.84924675,-87.6241353,44,33,7.018405778,0.519237591,0.981047221,-1,0
217,1,429,41.74124273,-87.5514282,41.70731145,-87.5349029,46,52,2.49450526,0.35001939,0.736546982,-1,-1
218,1,430,41.77719625,-87.64249753,41.74020576,-87.61596952,68,44,2.898541633,0.35001939,0.697535164,-1,-1
219,1,430,41.74575771,-87.7083657,41.74420515,-87.65630599,70,71,2.68590916,0.35001939,0.592264816,-1,-1
220,1,432,41.8789145,-87.70589713,41.86019002,-87.7172201,27,29,1.418859644,0.563872261,0.981047221,6.068409963,-1
221,1,432,41.74099771,-87.60110816,41.72758495,-87.62956632,44,49,1.735463543,0.581345345,0.981047221,133.160599,-1
222,1,434,41.82045691,-87.60069157,41.86128085,-87.63058006,36,33,3.212963205,0.35001939,0.630025879,-1,-1
223,1,434,41.91600527,-87.67509512,41.88498719,-87.62099291,22,32,3.51201234,0.582543488,0.981047221,-1,0
224,1,436,41.95040441,-87.70200713,41.99006425,-87.72396783,16,13,2.963369962,0.35001939,0.586199121,-1,-1
225,1,438,41.94269184,-87.65177051,41.88498719,-87.62099291,6,32,4.289572556,0.591648836,0.981047221,-1,1
226,1,439,41.92177819,-87.65106188,41.89503345,-87.61971067,7,8,2.452245158,0.503452496,0.981047221,-1,0
227,1,441,41.86019002,-87.7172201,41.87886558,-87.62519214,29,32,4.907655227,0.35001939,0.668040607,-1,-1
228,1,442,41.85934972,-87.61735801,41.87925508,-87.642649,33,28,1.893363399,0.35001939,0.648973259,-1,-1
229,1,443,41.74020576,-87.61596952,41.81294894,-87.61785968,44,38,5.027018764,0.35001939,0.696011094,-1,-1
230,1,447,41.7632468,-87.61613411,41.70658788,-87.62336651,69,49,3.932478568,0.35001939,0.580901473,-1,-1
