rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
17,1,26.0,42.0013132491,-87.684198195,41.9448137543,-87.6907750098,2,5,3.91833469169504,0.6145242656891503,1,0.0,7.0
18,1,28.0,41.8059116993,-87.5874792581,41.8786674201,-87.6716536214,39,28,6.636477357019754,0.5279824077190467,0,,
19,1,33.0,41.7759288274,-87.6665962653,41.874005383,-87.6635175498,67,28,6.778298347399626,0.5768784678169757,1,43.0,39.0
20,1,35.0,41.9129253704,-87.7753675003,41.9350581526,-87.7376199977,25,20,2.4706540571467133,0.6299073837351074,0,,
21,1,36.0,41.8983058696,-87.6536139825,41.8704150003,-87.6750856208,24,28,2.221153929699072,0.5437913351438795,1,0.0,9.0
22,1,36.0,41.8090182499,-87.6591665992,41.8420761168,-87.6339734222,61,34,2.6266986548264923,0.5893022956318485,0,,
23,1,37.0,41.9867117999,-87.6634164054,41.96581197,-87.6558787862,76,3,1.4950442656606877,0.6772573631338629,0,,
24,1,45.0,41.9497090767,-87.7521184147,41.9572641084,-87.7308987849,15,16,1.2088614089399323,0.7332985004592076,0,,
25,1,45.0,41.9227606205,-87.6991553432,41.874005383,-87.6635175498,22,28,3.83497561207322,0.5995666827007695,0,,
26,1,46.0,41.7281820611,-87.5964755956,41.8002600946,-87.6175761725,47,40,5.097460927106461,0.7225250622739556,0,,
27,1,47.0,41.9002656868,-87.6321092196,41.8809944707,-87.6327464887,8,32,1.3319175992935932,0.3578109566465765,1,30.0,40.0
28,1,51.0,41.8416911186,-87.6125639471,41.9286190509,-87.685362024,35,22,7.077872316720881,0.4937965639129138,0,,
29,1,53.0,41.9357494591,-87.6809803011,41.8809944707,-87.6327464887,5,32,4.523720380098071,0.7002810206858827,0,,
30,1,59.0,41.9383912577,-87.6385749205,41.8852813201,-87.6572331997,6,28,3.792881739485285,0.42329670676661,1,6.0,32.0
31,1,63.0,41.7910416602,-87.6231795767,41.8849871918,-87.6209929134,40,32,6.49199394720093,0.5991541550010104,0,,
32,1,65.0,41.9942252345,-87.6860768812,41.8983317935,-87.6207628651,2,8,7.42728323555852,0.6943642060301004,1,0.0,30.0
33,1,66.0,41.9227606205,-87.6991553432,41.96581197,-87.6558787862,22,3,3.7140803060401777,0.5272784069946034,1,67.52810029377673,
34,1,68.0,41.7681062939,-87.6980008039,41.7905062613,-87.5831437169,66,41,6.116943326786198,0.6636774527900946,1,70.0,75.0
35,1,71.0,41.8418752811,-87.6320285927,41.8849871918,-87.6209929134,34,32,3.03239331646721,0.6201393062012126,0,,
36,1,73.0,41.8924931672,-87.6647458359,41.8792550844,-87.642648998,24,28,1.458948188677495,0.4874392055363167,0,,
37,1,74.0,41.7546793318,-87.6198449905,41.8038507848,-87.6212199892,69,38,3.398162414808068,0.6558505543794746,0,,
38,1,76.0,41.7925923603,-87.7696154528,41.8108790078,-87.7263633246,56,57,2.5611053331749307,0.5456131954688384,1,218.05259448232573,
39,1,76.0,41.794090253,-87.592310855,41.9012069941,-87.6763559892,41,24,8.572494724268765,0.6621559629889935,1,0.0,19.0
40,1,77.0,41.8909220259,-87.6188683546,41.8809944707,-87.6327464887,8,32,0.9900030012716,0.5477722177812989,1,0.0,27.0
41,1,79.0,41.9074919303,-87.6357600901,41.8809944707,-87.6327464887,8,32,1.837349255605652,0.4996331308759679,1,3.0,43.0
42,1,79.0,41.8950334495,-87.6197106717,41.9290469366,-87.6513108767,8,7,2.8570924510919915,0.406088798412881,1,54.19022317498482,
43,1,82.0,41.9012069941,-87.6763559892,41.899602111,-87.6333080367,24,8,2.2165896375459453,0.5079948856902977,1,0.0,41.0
44,1,84.0,41.9066385418,-87.6895798343,41.9118565923,-87.7100873222,24,23,1.114417192140478,0.3707842213155284,1,106.2821369977712,
45,1,84.0,41.9872255578,-87.6649377243,41.8809944707,-87.6327464887,76,32,7.524056497946986,0.628371545235181,0,,
46,1,85.0,41.8201978877,-87.6101001049,41.8849871918,-87.6209929134,38,32,4.5114804089443385,0.6530980506186191,0,,
47,1,85.0,41.8853000224,-87.6428084655,41.8774061234,-87.6219716519,28,32,1.2026735332231064,0.4443363796747359,0,,
48,1,86.0,41.9425851797,-87.6566440918,41.8809944707,-87.6327464887,6,32,4.429359849221826,0.4611824077172697,0,,
49,1,89.0,41.9157411934,-87.6922563262,41.8809944707,-87.6327464887,22,32,3.889769728266505,0.4466510644236555,0,,
50,1,91.0,41.9066385418,-87.6895798343,41.897983898,-87.6414915334,24,8,2.544219971750766,0.3540124115740594,1,38.0,65.0
51,1,92.0,41.9195645564,-87.7509798603,41.942859303,-87.717503858,19,21,2.3561504007284992,0.6737888465879782,1,2.0,54.0
52,1,93.0,41.8932163595,-87.6378442095,41.8809944707,-87.6327464887,8,32,0.8842258135030329,0.3923256232000118,1,15.0,57.0
53,1,94.0,41.7405850222,-87.6698353627,41.813200941,-87.6042092221,71,39,6.050401621802953,0.5583804718744453,0,,
54,1,94.0,41.8986254245,-87.7520115624,41.9374017942,-87.7223302976,25,21,3.083295417336219,0.5680731018560676,1,0.0,51.0
55,1,99.0,41.8416911186,-87.6125639471,41.8853000224,-87.6428084655,35,28,3.3912668992565407,0.4705029890234161,1,9.3940722978151,
56,1,107.0,41.9535821253,-87.7234523905,41.968069,-87.7215590627,16,14,1.005663377821714,0.6320753110984025,1,40.805236913988665,
57,1,108.0,41.8919715078,-87.6129454143,41.8853000224,-87.6428084655,8,28,1.603715392992619,0.379345714981162,1,0.0,52.0
58,1,108.0,41.7696904664,-87.5813495087,41.8474315472,-87.6635286858,43,31,6.838425784720743,0.5823481973806568,1,6.0,60.0
59,1,111.0,41.9146162864,-87.6317173661,41.8852813201,-87.6572331997,7,28,2.414542269899501,0.5270013320041862,1,18.0,66.0
60,1,114.0,41.8067652712,-87.6089492784,41.9448137543,-87.6907750098,38,5,10.425889565536066,0.4918458357655652,1,0.0,58.0
61,1,115.0,41.8924931672,-87.6647458359,41.8809944707,-87.6327464887,24,32,1.827684920070268,0.4329502175639136,0,,
62,1,115.0,41.8809944707,-87.6327464887,41.8952576428,-87.7335180512,32,23,5.276197698114827,0.595120971545549,1,0.0,14.0
63,1,116.0,41.9386661962,-87.7112105933,41.9535821253,-87.7234523905,21,16,1.2074325053538053,0.5989194739053806,0,,
64,1,117.0,41.7691898164,-87.6384969156,41.6960577638,-87.6162675703,68,49,5.181309547649101,0.5421027617892175,1,19.0,71.0
65,1,129.0,41.9066839592,-87.7103539349,41.8786674201,-87.6716536214,23,28,2.776532581708411,0.5928933311831023,1,0.0,50.0
66,1,129.0,41.9204515116,-87.6799547678,41.8932163595,-87.6378442095,22,8,2.868791972569567,0.5534042790439577,1,0.0,59.0
67,1,130.0,41.9002656868,-87.6321092196,41.8809944707,-87.6327464887,8,32,1.3319175992935932,0.4529778224116617,1,4.0,69.0
68,1,131.0,41.7923572233,-87.6179313803,41.7615779081,-87.5727819867,40,43,3.151922763496686,0.7038515811981627,0,,
69,1,134.0,41.9752809258,-87.7832380336,41.8809944707,-87.6327464887,11,32,10.113560072423956,0.8003114981003986,1,0.0,67.0
70,1,134.0,41.7632467988,-87.6161341112,41.7788768603,-87.5949254391,69,42,1.5364522496439983,0.6696058030575768,0,,
71,1,136.0,41.7442051463,-87.6563059862,41.7402057565,-87.6159695226,71,44,2.097782146536849,0.5327660808292476,1,0.0,64.0
72,1,136.0,41.9490605256,-87.6616429039,41.8925077809,-87.6262149064,6,8,4.311068889591838,0.4314826094501517,0,,
73,1,137.0,41.9420534671,-87.7812865619,41.9887026463,-87.8044048124,17,10,3.435010869831844,0.8127446077419047,0,,
74,1,138.0,41.8679024175,-87.6429586652,41.8950334495,-87.6197106717,28,8,2.223570117255417,0.4651489173971067,1,4.0,77.0
75,1,138.0,41.7442051463,-87.6563059862,41.8351179863,-87.6186777673,71,35,6.573777816567287,0.5383419794233866,1,0.0,34.0
76,1,140.0,41.9606756968,-87.7524091367,42.0090182269,-87.6727239593,15,1,5.28255079867348,0.7435223860792067,1,473.5901634180572,
77,1,142.0,41.8090182499,-87.6591665992,41.8788655841,-87.6251921424,61,32,5.13305711453963,0.5961706319491012,1,0.0,74.0
78,1,142.0,41.906025969,-87.6753116216,41.885621155,-87.6988915914,24,27,1.8596642836806816,0.5003014406272311,1,20.728117468316213,
79,1,143.0,41.8852813201,-87.6572331997,41.8932163595,-87.6378442095,28,8,1.1380542046285564,0.5308131470700903,1,96.4244321185584,
80,1,145.0,41.8786674201,-87.6716536214,41.8932163595,-87.6378442095,28,8,2.0087233112858214,0.562274768241162,0,,
81,1,146.0,41.8268330147,-87.6729255394,41.8679024175,-87.6429586652,59,28,3.229712753803883,0.7125325014111218,0,,
82,1,148.0,41.9362371791,-87.6564115308,41.8852813201,-87.6572331997,6,28,3.5209680301978747,0.5538158268054674,1,12.0,87.0
83,1,150.0,41.707311449,-87.5349029012,41.7065878819,-87.6233665115,52,49,4.563422156357025,0.7435617483955685,0,,
84,1,154.0,41.794090253,-87.592310855,41.899602111,-87.6333080367,41,8,7.589416543065723,0.5661126783530053,1,19.0,95.0
85,1,155.0,41.8555013528,-87.683227168,41.8792550844,-87.642648998,31,28,2.655723854993215,0.6250684836392134,1,54.0,102.0
86,1,157.0,41.6738199043,-87.6357397768,41.7065878819,-87.6233665115,53,49,2.352337704810788,0.648756157974259,0,,
87,1,160.0,41.9074128162,-87.6409015248,41.8853000224,-87.6428084655,8,28,1.5309930265341878,0.5429680094296772,1,0.0,82.0
88,1,160.0,42.0013132491,-87.684198195,41.9428725376,-87.701330291,2,21,4.132660604561008,0.6354745995636897,0,,
89,1,160.0,41.9581548757,-87.6530217894,41.8950334495,-87.6197106717,3,8,4.685398526277711,0.6136754040418243,1,15.0,96.0
90,1,164.0,41.8919715078,-87.6129454143,41.8809944707,-87.6327464887,8,32,1.2698928813241597,0.372949194590675,1,14.0,97.0
91,1,165.0,41.9297962382,-87.7614215937,41.8786674201,-87.6716536214,19,28,5.812827516273422,0.7279195917414143,0,,
92,1,167.0,42.0016981937,-87.6735740325,41.9782942489,-87.7164304157,1,13,2.7310614209729405,0.6319379666959881,1,50.37575448812635,
93,1,169.0,41.7513371286,-87.7268701739,41.8704150003,-87.6750856208,70,28,8.648915312431786,0.7049389428774263,0,,
94,1,173.0,41.9535821253,-87.7234523905,41.9386661962,-87.7112105933,16,21,1.2074325053538053,0.5988791505522562,0,,
95,1,173.0,41.7835960152,-87.6983923087,41.8932163595,-87.6378442095,66,8,8.190277571921728,0.5727074260486055,1,0.0,84.0
96,1,175.0,41.9290776551,-87.6462934762,41.8809944707,-87.6327464887,7,32,3.3944824710527968,0.5677255641124508,1,0.0,89.0
97,1,178.0,41.8925077809,-87.6262149064,41.8809944707,-87.6327464887,8,32,0.863531240926587,0.4647358973344572,1,0.0,90.0
98,1,178.0,41.9383912577,-87.6385749205,41.8852813201,-87.6572331997,6,28,3.792881739485285,0.4042014054062318,1,36.62099597139894,
99,1,186.0,41.9581548757,-87.6530217894,41.8792550844,-87.642648998,3,28,5.47747843786357,0.6127652427241447,0,,
100,1,194.0,41.7771962546,-87.6424975271,41.7718485152,-87.695666342,68,66,2.7644845181321576,0.5974410503544193,1,192.52540991978748,
101,1,197.0,41.7615779081,-87.5727819867,41.8129489392,-87.6178596758,43,38,4.241617274164078,0.5698987104515219,1,28.0,111.0
102,1,209.0,41.8551039667,-87.7322454045,41.8809944707,-87.6327464887,29,32,5.423028520258017,0.6694626298621549,1,0.0,85.0
103,1,210.0,41.7718485152,-87.695666342,41.7759288274,-87.6665962653,66,67,1.5242356232546312,0.5967559820005,1,231.32540997262555,
104,1,211.0,41.9956031347,-87.7942692959,41.970288894,-87.759857019,10,11,2.4865523006616708,0.8329733801839598,0,,
105,1,215.0,41.8351179863,-87.6186777673,41.899602111,-87.6333080367,35,8,4.518574540447595,0.5845025031583606,0,,
106,1,222.0,41.9217014922,-87.6559118484,41.8849871918,-87.6209929134,7,32,3.1079588406394567,0.3902139085693112,1,46.0,135.0
107,1,222.0,41.859349715,-87.6173580061,41.8474315472,-87.6635286858,33,31,2.51479657656128,0.6659138167487523,0,,
108,1,222.0,41.905820977,-87.7608129894,41.8773046203,-87.7084530037,25,27,3.3368699969406785,0.6079378535033848,0,,
109,1,223.0,41.7174930361,-87.6488950721,41.728182061,-87.5964755956,73,47,2.802315428208457,0.756500750090296,0,,
110,1,225.0,41.7632467988,-87.6161341112,41.7718485152,-87.695666342,69,66,4.141445216045942,0.5233935216690657,0,,
111,1,225.0,41.8089162826,-87.5961833442,41.8129489392,-87.6178596758,39,38,1.1505506232344267,0.5273321699257756,1,0.0,101.0
112,1,227.0,41.9217783562,-87.6414597588,41.8809944707,-87.6327464887,7,32,2.8533020311787025,0.5735687526074327,0,,
113,1,227.0,41.962178629,-87.6453787624,41.8983317935,-87.6207628651,3,8,4.589276290878011,0.62869989229798,0,,
114,1,229.0,41.7442051463,-87.6563059862,41.7771962546,-87.6424975271,71,68,2.387981967766524,0.5184711745444125,1,128.0,183.0
115,1,235.0,41.7895012715,-87.7303971516,41.8809944707,-87.6327464887,62,32,8.076681317859373,0.7531602505204933,0,,
116,1,235.0,41.8418752811,-87.6320285927,41.8909220259,-87.6188683546,34,8,3.4557986483339085,0.7078114176922492,0,,
117,1,235.0,41.9116665881,-87.7339509975,41.8809944707,-87.6327464887,23,32,5.619843931567634,0.6703189571092967,0,,
118,1,235.0,41.8129489392,-87.6178596758,41.874005383,-87.6635175498,38,28,4.829043781926401,0.6136839017256944,0,,
119,1,235.0,41.794090253,-87.592310855,41.8237128095,-87.6023504372,41,36,2.111021129270327,0.5369812923944329,1,78.30268319019905,
120,1,236.0,41.9833308063,-87.681993542,41.8920421365,-87.6318639497,4,8,6.8133835997764285,0.572589326767959,0,,
121,1,236.0,41.87161966,-87.7055526328,41.8847677845,-87.6841474493,27,28,1.4275428515585658,0.533875207375544,1,46.0,142.0
122,1,241.0,41.9595267906,-87.7020985409,41.942577185,-87.6470785093,16,6,3.060204575500518,0.5229130876041589,1,20.0,133.0
123,1,243.0,41.7906684244,-87.6451004847,41.7555681774,-87.5836072899,68,43,3.9902580732187887,0.5813542835206092,1,10.0,129.0
124,1,244.0,41.8919715078,-87.6129454143,41.7905062613,-87.5831437169,8,41,7.176452190557666,0.5220055897365776,1,44.0,143.0
125,1,249.0,41.9297590466,-87.724267094,41.8860057857,-87.671873941,22,28,4.049325204772941,0.5284115628683306,1,2.0,128.0
126,1,249.0,41.8555013528,-87.683227168,41.8710158803,-87.6314065252,31,32,2.8739137131018646,0.5564556357371532,0,,
127,1,250.0,41.9788295262,-87.771166703,41.9540276487,-87.7633990316,11,15,1.7594963111524886,0.8514066684719213,0,,
128,1,251.0,41.9066385418,-87.6895798343,41.8792550844,-87.642648998,24,28,3.066930224709535,0.3749736830239822,1,0.0,125.0
129,1,253.0,41.7632467988,-87.6161341112,41.7296764229,-87.5727171342,69,48,3.2232643561802314,0.544762155802228,1,0.0,123.0
130,1,258.0,41.7457577128,-87.7083657043,41.874005383,-87.6635175498,70,28,9.15713285313374,0.7064128742916576,0,,
131,1,259.0,41.9573606908,-87.7228222513,41.9118565923,-87.7100873222,16,23,3.211448733100033,0.7111709396639349,0,,
132,1,259.0,41.8059116993,-87.5874792581,41.8792550844,-87.642648998,39,28,5.808982629974851,0.612111063851142,0,,
133,1,261.0,41.9275798469,-87.7880088189,41.9217781876,-87.6510618838,19,7,7.051453919307366,0.5417511978745886,1,0.0,122.0
134,1,263.0,41.8492467545,-87.6241352979,41.785998518,-87.7509342894,33,56,7.856778648539391,0.6401529045361233,1,29.0,147.0
135,1,268.0,41.8995065476,-87.6796002867,41.8853000224,-87.6428084655,24,28,2.131751840364279,0.3967338747682041,1,0.0,106.0
136,1,269.0,41.7788768603,-87.5949254391,41.794090253,-87.592310855,42,41,1.059740689325666,0.6613260591237559,0,,
137,1,272.0,41.962178629,-87.6453787624,41.8809944707,-87.6327464887,3,32,5.6467595766270025,0.5669083888128343,1,8.0,140.0
138,1,273.0,41.9047120004,-87.7018845586,41.9374939696,-87.7099873375,24,21,2.303005379940553,0.5228473909118857,1,147.82023153933636,
139,1,275.0,41.7923572233,-87.6179313803,41.7759288274,-87.6665962653,40,67,2.7522028676345767,0.6643569585474369,0,,
140,1,280.0,41.9124318691,-87.6701891476,41.8809944707,-87.6327464887,24,32,2.9028046258675637,0.4613870667980838,1,0.0,137.0
141,1,281.0,41.7442051463,-87.6563059862,41.7457577128,-87.7083657043,71,70,2.6859091598338014,0.532562185132137,0,,
142,1,282.0,41.8601900192,-87.7172201,41.874005383,-87.6635175498,29,28,2.92341566244442,0.5042577479024424,1,0.0,121.0
143,1,288.0,41.962178629,-87.6453787624,41.8679024175,-87.6429586652,3,28,6.515054159362583,0.5136049511481474,1,0.0,124.0
144,1,288.0,41.8997373884,-87.6649539167,41.8916970451,-87.7021052472,24,23,1.9898327330778147,0.3590493957089523,0,,
145,1,289.0,41.942859303,-87.717503858,41.8790669938,-87.657005027,21,28,5.394802791078516,0.5375824458212186,0,,
146,1,291.0,41.8924331563,-87.6696239301,41.8809944707,-87.6327464887,24,32,2.0549531571262936,0.3952808877215709,1,19.0,154.0
147,1,292.0,41.8474315472,-87.6635286858,41.7008887972,-87.600092686,31,50,10.639696176183548,0.5884890360765354,1,0.0,134.0
148,1,292.0,41.9049353016,-87.6499072264,41.9147473049,-87.6540070286,8,7,0.7099643028969194,0.4619433964108285,1,155.0,232.0
149,1,294.0,41.8914068203,-87.7518036939,41.8607622624,-87.7006919027,25,29,3.376010784171938,0.4722696660318232,1,27.0,161.0
150,1,299.0,41.9452823311,-87.6615450961,41.8920421365,-87.6318639497,6,8,3.982497151939228,0.4180221959378973,1,29.79966724021801,
151,1,303.0,41.968069,-87.7215590627,41.9836363072,-87.7235831853,14,13,1.0806118863567504,0.7262820960000543,0,,
152,1,305.0,41.9012069941,-87.6763559892,41.9000696026,-87.7209182385,24,23,2.2930282388187075,0.4637591123839884,1,132.26123883319963,
153,1,309.0,41.9347624564,-87.6398538587,41.897983898,-87.6414915334,6,8,2.542550918246913,0.444285986932198,0,,
154,1,310.0,41.8770442134,-87.7328887938,41.8612808467,-87.6305800611,26,33,5.375468195529356,0.5982829189140646,1,0.0,146.0
155,1,311.0,41.7482105124,-87.6100749663,41.7475342629,-87.6707697365,44,71,3.129125581218669,0.6636978008150185,0,,
156,1,312.0,41.8920421365,-87.6318639497,41.9146162864,-87.6317173661,8,7,1.5597434249468722,0.3890858962218637,1,16.0,165.0
157,1,314.0,42.0062788614,-87.6676836101,41.9208017043,-87.6945323419,1,22,6.064852707845546,0.6582273254546516,1,85.0,200.0
158,1,315.0,41.7739018233,-87.6713496167,41.7764307773,-87.6376353868,67,68,1.7459735603551771,0.7312621678176624,0,,
159,1,317.0,41.8995065476,-87.6796002867,41.8792550844,-87.642648998,24,28,2.360127656950535,0.5195047802980071,0,,
160,1,320.0,41.8090182499,-87.6591665992,41.8173662079,-87.6988607973,61,58,2.123944968075746,0.5745870118295172,1,208.0,282.0
161,1,321.0,41.8906088526,-87.7560467111,41.9000696026,-87.7209182385,25,23,1.9213021283667604,0.568512412853746,1,0.0,149.0
162,1,323.0,41.8919715078,-87.6129454143,41.8809944707,-87.6327464887,8,32,1.2698928813241597,0.4739911436762759,1,5.625229272907575,
163,1,327.0,41.8995065476,-87.6796002867,41.8792550844,-87.642648998,24,28,2.360127656950535,0.5159351999100358,1,5.0,167.0
164,1,327.0,41.8792550844,-87.642648998,41.8932163595,-87.6378442095,28,8,0.9957901928111432,0.4169718289292168,1,4.753783492664184,
165,1,328.0,41.8390869059,-87.714003807,41.9226862843,-87.6494887289,30,7,6.6617271439273855,0.502682930435482,1,0.0,156.0
166,1,332.0,41.9347624564,-87.6398538587,41.9354389148,-87.693325868,6,21,2.7487918966931377,0.4176317687438444,1,18.0,176.0
167,1,332.0,41.9502120955,-87.7128142315,41.8809944707,-87.6327464887,16,32,6.31021820371662,0.6145208121874063,1,0.0,163.0
168,1,332.0,41.9292629902,-87.6358909539,41.8920421365,-87.6318639497,7,8,2.580038428708402,0.508315552330666,0,,
169,1,333.0,41.7788768603,-87.5949254391,41.7923572233,-87.6179313803,42,40,1.507420880140278,0.6136753074172963,0,,
170,1,335.0,42.0085407611,-87.6949637498,41.9426995777,-87.7310024842,2,16,4.911412897967768,0.5662587818644321,0,,
171,1,335.0,41.9305785697,-87.6422063127,41.8925077809,-87.6262149064,7,8,2.755957428068689,0.5847728908824897,0,,
172,1,337.0,41.7830141971,-87.6132781783,41.7424875717,-87.6300448953,42,44,2.930423375535402,0.6158540638491594,0,,
173,1,340.0,41.8994222543,-87.684490122,41.8809944707,-87.6327464887,24,32,2.950312249299142,0.42616725452471,1,16.0,179.0
174,1,342.0,41.9432371225,-87.6434709559,41.8849871918,-87.6209929134,6,32,4.18733817244778,0.5138169838235793,1,4.0,175.0
175,1,346.0,41.9075200747,-87.6266589003,41.8852813201,-87.6572331997,8,28,2.198531209624539,0.4990668861813004,1,0.0,174.0
176,1,350.0,41.8059784054,-87.5991989847,41.9448137543,-87.6907750098,39,5,10.687115082365857,0.6337515986906369,1,0.0,166.0
177,1,352.0,41.7615779081,-87.5727819867,41.7174930361,-87.6488950721,43,73,4.967539068297563,0.5174710015325619,0,,
178,1,354.0,41.8090182499,-87.6591665992,41.8089162826,-87.5961833442,61,39,3.2436627015938315,0.5398844268856883,1,170.72241313295865,
179,1,356.0,41.9160052737,-87.6750951155,41.897983898,-87.6414915334,22,8,2.1298372992844583,0.4946621895828212,1,0.0,173.0
180,1,356.0,41.9534000435,-87.6460070664,41.9587978628,-87.7383939059,6,16,4.761632535980105,0.5295708414043129,0,,
181,1,357.0,41.8906088526,-87.7560467111,41.9540276487,-87.7633990316,25,15,4.398093361216269,0.511793271982968,1,117.2909270310662,
182,1,357.0,41.7718485152,-87.695666342,41.7441995348,-87.5863483178,66,45,5.949433188914077,0.6758531407477627,0,,
183,1,357.0,41.7539859024,-87.6709898632,41.8679024175,-87.6429586652,71,28,8.002166488250875,0.518578436270823,1,0.0,114.0
184,1,359.0,41.9210845826,-87.704648384,41.9145857091,-87.6459662069,22,7,3.050239101493073,0.4727083697157082,1,31.0,197.0
185,1,360.0,41.9208017043,-87.6945323419,41.8849871918,-87.6209929134,22,32,4.519398291539587,0.581596262748669,0,,
186,1,364.0,41.8921964292,-87.6842894005,41.8809944707,-87.6327464887,24,32,2.761919889782329,0.3888258765246655,0,,
187,1,365.0,41.856309817,-87.644209287,41.897983898,-87.6414915334,31,8,2.882797304773239,0.573783416175988,1,55.0,211.0
188,1,365.0,41.9000696026,-87.7209182385,41.9243470769,-87.7347397536,23,20,1.8217462643838416,0.5906481118247467,1,110.04091988393168,
189,1,374.0,41.9002212967,-87.6291051864,41.8809944707,-87.6327464887,8,32,1.3415845021953707,0.5349615940798702,1,14.0,194.0
190,1,376.0,41.7444906426,-87.5636925942,41.8492467545,-87.6241352979,46,33,7.879169355966819,0.5996122940974222,0,,
191,1,376.0,41.8809944707,-87.6327464887,41.8420111804,-87.6220364612,32,35,2.7492929649707767,0.4694331581368047,1,14.0,198.0
192,1,380.0,41.7771962546,-87.6424975271,41.7061257523,-87.5982558383,68,50,5.4143634210624,0.679125262657734,1,90.0,247.0
193,1,384.0,41.9362371791,-87.6564115308,41.8852813201,-87.6572331997,6,28,3.5209680301978747,0.5580629459086494,0,,
194,1,388.0,41.9074919303,-87.6357600901,41.8809944707,-87.6327464887,8,32,1.837349255605652,0.5315631705007048,1,0.0,189.0
195,1,388.0,41.8108790078,-87.7263633246,41.7697780588,-87.7269298425,57,65,2.839955070903206,0.8376607638393674,0,,
196,1,390.0,41.7822169695,-87.7301873353,41.7966403342,-87.7452828446,65,56,1.2640751785925322,0.5920513345951194,0,,
197,1,390.0,41.919181737,-87.7212485554,41.8809944707,-87.6327464887,22,32,5.260873434773973,0.4675177672242841,1,0.0,184.0
198,1,390.0,41.9146162864,-87.6317173661,41.8679024175,-87.6429586652,7,28,3.2789991835877825,0.5104053314003315,1,0.0,191.0
199,1,396.0,41.936159071,-87.6612652184,41.9147473049,-87.6540070286,6,7,1.5257383635393067,0.5934306041375232,1,9.16364908330263,
200,1,399.0,41.9555841154,-87.7130900568,41.9448137543,-87.6907750098,16,5,1.3669977475129016,0.707287013849416,1,0.0,157.0
201,1,399.0,41.8502663663,-87.667569312,41.8351179863,-87.6186777673,31,35,2.725576882058512,0.5572218776390313,0,,
202,1,403.0,41.9887040216,-87.6572348282,41.8792550844,-87.642648998,76,28,7.599272895389436,0.7219141099532549,0,,
203,1,405.0,41.972035672,-87.6860998978,41.8704150003,-87.6750856208,4,28,7.044115381874602,0.6969265417892675,0,,
204,1,406.0,41.776910545,-87.6032571641,41.7979652088,-87.5896070309,42,41,1.6157925917301184,0.5779065628282493,1,6.388980074173503,
205,1,407.0,41.9002656868,-87.6321092196,41.8809944707,-87.6327464887,8,32,1.3319175992935932,0.4471981334193819,0,,
206,1,410.0,41.8995065476,-87.6796002867,41.8853000224,-87.6428084655,24,28,2.131751840364279,0.4710011165839947,1,2.0,207.0
